"d","fit"
13.61,3.980864668412e-73
13.62,5.72838197289866e-73
13.63,8.23753112021015e-73
13.64,1.18378617137023e-72
13.65,1.70004767998039e-72
13.66,2.43983881307716e-72
13.67,3.49924146257052e-72
13.68,5.01533533050156e-72
13.69,7.18356246680651e-72
13.7,1.02823917467146e-71
13.71,1.47083290640821e-71
13.72,2.10255801699897e-71
13.73,3.00364524374588e-71
13.74,4.28810906589604e-71
13.75,6.11786770250796e-71
13.76,8.72272031985857e-71
13.77,1.2428592711706e-70
13.78,1.76974477785127e-70
13.79,2.51836415091174e-70
13.8,3.58134494674798e-70
13.81,5.08972177028461e-70
13.82,7.22874196864592e-70
13.83,1.02601266273956e-69
13.84,1.45534031703062e-69
13.85,2.06299780522893e-69
13.86,2.92250900794278e-69
13.87,4.13748430058407e-69
13.88,5.85383917388026e-69
13.89,8.27693719359108e-69
13.9,1.16956266173658e-68
13.91,1.65159214196765e-68
13.92,2.33081665472566e-68
13.93,3.28730440882391e-68
13.94,4.63338883880906e-68
13.95,6.52657151217383e-68
13.96,9.18754522132078e-68
13.97,1.29253532804244e-67
13.98,1.81724886011885e-67
13.99,2.55338288903511e-67
14,3.58548196324797e-67
14.01,5.03164164741686e-67
14.02,7.05672069557065e-67
14.03,9.89071569220271e-67
14.04,1.3854299497513e-66
14.05,1.93942945416127e-66
14.06,2.71329153772954e-66
14.07,3.7936083049241e-66
14.08,5.30081396053281e-66
14.09,7.40230845338244e-66
14.1,1.0330630461736e-65
14.11,1.44086070783082e-65
14.12,2.00841373467826e-65
14.13,2.7978270696592e-65
14.14,3.89516214248853e-65
14.15,5.41960565121014e-65
14.16,7.53611975989628e-65
14.17,1.04728850644916e-64
14.18,1.45453376424149e-64
14.19,2.01892730377083e-64
14.2,2.80064098751821e-64
14.21,3.88270649979919e-64
14.22,5.3796314748424e-64
14.23,7.44923724748867e-64
14.24,1.03089131018529e-63
14.25,1.42579214520871e-63
14.26,1.97079883161968e-63
14.27,2.7225231759323e-63
14.28,3.75875965226473e-63
14.29,5.18634828715187e-63
14.3,7.15193270778629e-63
14.31,9.85667069523398e-63
14.32,1.35763375574565e-62
14.33,1.86887831700287e-62
14.34,2.57114106189389e-62
14.35,3.53523043149777e-62
14.36,4.85799378853625e-62
14.37,6.67181582554377e-62
14.38,9.15755357802982e-62
14.39,1.2562141202114e-61
14.4,1.72225364879215e-61
14.41,2.35982747250619e-61
14.42,3.23156981815338e-61
14.43,4.42280140551519e-61
14.44,6.04967985049241e-61
14.45,8.27025413699051e-61
14.46,1.12994493044089e-60
14.47,1.54293670352388e-60
14.48,2.10567722663838e-60
14.49,2.87202883047731e-60
14.5,3.91507009045864e-60
14.51,5.33389527174249e-60
14.52,7.26279971058115e-60
14.53,9.88368133108983e-60
14.54,1.34427749141756e-59
14.55,1.82732201170385e-59
14.56,2.48254798023021e-59
14.57,3.37083163529649e-59
14.58,4.57439595806263e-59
14.59,6.20423396623491e-59
14.6,8.41009177469811e-59
14.61,1.13938866066389e-58
14.62,1.5427731590847e-58
14.63,2.08781355109197e-58
14.64,2.8238474877383e-58
14.65,3.81725419293501e-58
14.66,5.15729141348583e-58
14.67,6.96391464323735e-58
14.68,9.39824603914964e-58
14.69,1.26765832093251e-57
14.7,1.70891345118226e-57
14.71,2.30250618220342e-57
14.72,3.10059359206986e-57
14.73,4.17304061181065e-57
14.74,5.61338105696441e-57
14.75,7.54676811684252e-57
14.76,1.01405725034616e-56
14.77,1.36185023094517e-56
14.78,1.82794046246796e-56
14.79,2.45222877098313e-56
14.8,3.28796038272772e-56
14.81,4.40614959812227e-56
14.82,5.90145886013846e-56
14.83,7.90000608108729e-56
14.84,1.0569727111338e-55
14.85,1.41341222204501e-55
14.86,1.88904819428968e-55
14.87,2.52340390216429e-55
14.88,3.36899562641865e-55
14.89,4.49556700896632e-55
14.9,5.99569125530565e-55
14.91,7.99217912164265e-55
14.92,1.06478695733694e-54
14.93,1.41785626352247e-54
14.94,1.8870093877778e-54
14.95,2.51008650048291e-54
14.96,3.33715584086414e-54
14.97,4.43443057841101e-54
14.98,5.88942917079427e-54
14.99,7.8177704424927e-54
15,1.03721165714499e-53
15.01,1.37539368044284e-53
15.02,1.82289735512134e-53
15.03,2.41475655525361e-53
15.04,3.19713396368873e-53
15.05,4.23082486393652e-53
15.06,5.59585414777114e-53
15.07,7.39750452428642e-53
15.08,9.77421744487952e-53
15.09,1.29079432023009e-52
15.1,1.70376924626089e-52
15.11,2.24772703990534e-52
15.12,2.96384725082283e-52
15.13,3.90614087016108e-52
15.14,5.14541260713831e-52
15.15,6.77443553931429e-52
15.16,8.91470566886984e-52
15.17,1.17252542907155e-51
15.18,1.54141392827889e-51
15.19,2.02534221360628e-51
15.2,2.65986782441317e-51
15.21,3.49143997985277e-51
15.22,4.58070543981994e-51
15.23,6.00680850220519e-51
15.24,7.8729812934462e-51
15.25,1.03138078976864e-50
15.26,1.35046587957978e-50
15.27,1.76739379387743e-50
15.28,2.3118973067734e-50
15.29,3.02266228394661e-50
15.3,3.94999876333957e-50
15.31,5.15930147850475e-50
15.32,6.7355309325197e-50
15.33,8.78901313556698e-50
15.34,1.14629423615043e-49
15.35,1.49430822260746e-49
15.36,1.94703030486309e-49
15.37,2.53567768041768e-49
15.38,3.3006886490942e-49
15.39,4.29442091287628e-49
15.4,5.58463196624994e-49
15.41,7.25896607996302e-49
15.42,9.43073619589978e-49
15.43,1.22463708248602e-48
15.44,1.58950007756588e-48
15.45,2.06207946260681e-48
15.46,2.67388234125382e-48
15.47,3.46554544394515e-48
15.48,4.48945546036915e-48
15.49,5.8131142021412e-48
15.5,7.5234582443099e-48
15.51,9.73240111866429e-48
15.52,1.25839406736181e-47
15.53,1.62632692752611e-47
15.54,2.10084456919105e-47
15.55,2.71253418766645e-47
15.56,3.50067744446858e-47
15.57,4.51569808565775e-47
15.58,5.82229186470055e-47
15.59,7.50342708285681e-47
15.6,9.66545550952563e-47
15.61,1.24446388070307e-46
15.62,1.60154785818791e-46
15.63,2.06013435261753e-46
15.64,2.64880207512508e-46
15.65,3.40409878716564e-46
15.66,4.37274171710847e-46
15.67,5.6144195263751e-46
15.68,7.20535861861411e-46
15.69,9.24286018977128e-46
15.7,1.18510695790574e-45
15.71,1.51883092318344e-45
15.72,1.94563947426783e-45
15.73,2.49124648157954e-45
15.74,3.18839966071672e-45
15.75,4.07878554025289e-45
15.76,5.21544514973436e-45
15.77,6.66583594904656e-45
15.78,8.51571110681414e-45
15.79,1.08740320676415e-44
15.8,1.38791868020573e-44
15.81,1.77068571891791e-44
15.82,2.2579968376384e-44
15.83,2.87812653741845e-44
15.84,3.66692034410944e-44
15.85,4.66980163330885e-44
15.86,5.94430494198184e-44
15.87,7.56327244936325e-44
15.88,9.61888541791945e-44
15.89,1.22277464139063e-43
15.9,1.55372833180188e-43
15.91,1.97338152885177e-43
15.92,2.50527074446759e-43
15.93,3.17911494536873e-43
15.94,4.03242288612183e-43
15.95,5.11251396733046e-43
15.96,6.47905788074845e-43
15.97,8.20726480829773e-43
15.98,1.03918910478994e-42
15.99,1.31522662712605e-42
16,1.66386001983937e-42
16.01,2.10398908127636e-42
16.02,2.65938364605627e-42
16.03,3.35992541529721e-42
16.04,4.24316309319733e-42
16.05,5.35625902362868e-42
16.06,6.75842482158243e-42
16.07,8.52396750652125e-42
16.08,1.07460975047394e-41
16.09,1.35416870035706e-41
16.1,1.70572132546983e-41
16.11,2.14761786935531e-41
16.12,2.70283708344594e-41
16.13,3.40014131147387e-41
16.14,4.27551672711424e-41
16.15,5.37396834730878e-41
16.16,6.75175625252624e-41
16.17,8.47918026592342e-41
16.18,1.06440461223539e-40
16.19,1.33559780625064e-40
16.2,1.67517822555667e-40
16.21,2.10021142579271e-40
16.22,2.63197640382202e-40
16.23,3.2969946626781e-40
16.24,4.12830784866151e-40
16.25,5.16706333186997e-40
16.26,6.46448112056232e-40
16.27,8.08429279067888e-40
16.28,1.010576442907e-39
16.29,1.26274418589704e-39
16.3,1.57717887759484e-39
16.31,1.96909282667595e-39
16.32,2.45737472228058e-39
16.33,3.06546834905021e-39
16.34,3.82245897916763e-39
16.35,4.76441596439836e-39
16.36,5.93605125651908e-39
16.37,7.3927673468659e-39
16.38,9.20318501143177e-39
16.39,1.14522619817394e-38
16.4,1.42451390948671e-38
16.41,1.77118816606124e-38
16.42,2.20133220046965e-38
16.43,2.73482559722002e-38
16.44,3.39623035184452e-38
16.45,4.21588137086217e-38
16.46,5.23122803372818e-38
16.47,6.48848394306051e-38
16.48,8.04465483300121e-38
16.49,9.97003030163447e-38
16.5,1.23512442075388e-37
16.51,1.52950319839418e-37
16.52,1.89328417021266e-37
16.53,2.3426490583747e-37
16.54,2.89751011865755e-37
16.55,3.58236033301592e-37
16.56,4.42731510025186e-37
16.57,5.46938804426983e-37
16.58,6.75405292935576e-37
16.59,8.33715507630678e-37
16.6,1.02872495481223e-36
16.61,1.26884602477512e-36
16.62,1.56439745829333e-36
16.63,1.92803132791658e-36
16.64,2.3752545198691e-36
16.65,2.92506537850063e-36
16.66,3.60073063698403e-36
16.67,4.43073317098678e-36
16.68,5.44992767657685e-36
16.69,6.70094933141875e-36
16.7,8.23593014126334e-36
16.71,1.01185893540159e-35
16.72,1.24267784661447e-35
16.73,1.52555784630323e-35
16.74,1.87210676435319e-35
16.75,2.2964903423201e-35
16.76,2.81598917862064e-35
16.77,3.45167546410218e-35
16.78,4.22923495274353e-35
16.79,5.17996494827113e-35
16.8,6.34198552798615e-35
16.81,7.76170899563388e-35
16.82,9.49562192673035e-35
16.83,1.16124454678269e-34
16.84,1.41957531664758e-34
16.85,1.73471420100239e-34
16.86,2.11900721012396e-34
16.87,2.58745141715633e-34
16.88,3.15825727368085e-34
16.89,3.85352871040207e-34
16.9,4.70008538017705e-34
16.91,5.73045637182917e-34
16.92,6.98408069545026e-34
16.93,8.50875701202725e-34
16.94,1.03623936899855e-33
16.95,1.26151206028257e-33
16.96,1.53518364750071e-33
16.97,1.86752804433294e-33
16.98,2.27097343123588e-33
16.99,2.76054833232203e-33
17,3.35441888148396e-33
17.01,4.07453567577644e-33
17.02,4.94741227636976e-33
17.03,6.00506179873099e-33
17.04,7.28612327320123e-33
17.05,8.83721572066406e-33
17.06,1.07145653726877e-32
17.07,1.29859604062542e-32
17.08,1.57330982390318e-32
17.09,1.90544031741974e-32
17.1,2.30684073885142e-32
17.11,2.7917806392532e-32
17.12,3.37743217141242e-32
17.13,4.08445293268705e-32
17.14,4.93768430476187e-32
17.15,5.96698786929245e-32
17.16,7.2082468315781e-32
17.17,8.70456456494086e-32
17.18,1.05076985514229e-31
17.19,1.26797753232577e-31
17.2,1.52953407217166e-31
17.21,1.8443810142645e-31
17.22,2.22323957356314e-31
17.23,2.678960212639e-31
17.24,3.22693995651201e-31
17.25,3.88562039705393e-31
17.26,4.67708177341153e-31
17.27,5.62775140737444e-31
17.28,6.7692482009432e-31
17.29,8.13938896529172e-31
17.3,9.78338716128191e-31
17.31,1.17552803276326e-30
17.32,1.41196292142136e-30
17.33,1.69535396135921e-30
17.34,2.03490673166035e-30
17.35,2.44160777693425e-30
17.36,2.92856451881499e-30
17.37,3.51140914589694e-30
17.38,4.20877835346735e-30
17.39,5.04288297509883e-30
17.4,6.04018410981727e-30
17.41,7.23219537054564e-30
17.42,8.65643444322057e-30
17.43,1.03575513470678e-29
17.44,1.23886657371445e-29
17.45,1.48129514221395e-29
17.46,1.77055131379504e-29
17.47,2.11556087017414e-29
17.48,2.52692791842807e-29
17.49,3.01724609287979e-29
17.5,3.60146664036802e-29
17.51,4.29733363446874e-29
17.52,5.12589838189404e-29
17.53,6.1121272194435e-29
17.54,7.28561940706843e-29
17.55,8.68145476566277e-29
17.56,1.03411941616214e-28
17.57,1.23140599911653e-28
17.58,1.46583285675421e-28
17.59,1.74429718823221e-28
17.6,2.07495927365702e-28
17.61,2.4674704880394e-28
17.62,2.93324187487629e-28
17.63,3.48576038572012e-28
17.64,4.14096111792471e-28
17.65,4.9176653166435e-28
17.66,5.83809558389188e-28
17.67,6.92848169742558e-28
17.68,8.21977273250744e-28
17.69,9.74847385495573e-28
17.7,1.1557629277934e-27
17.71,1.36979765217724e-27
17.72,1.62293013715721e-27
17.73,1.92220278915733e-27
17.74,2.27590836440063e-27
17.75,2.69380870083263e-27
17.76,3.18739113604942e-27
17.77,3.77016900325872e-27
17.78,4.45803366410149e-27
17.79,5.26966677903071e-27
17.8,6.2270229611747e-27
17.81,7.35589464088705e-27
17.82,8.68657292343619e-27
17.83,1.02546204953432e-26
17.84,1.21017752765565e-26
17.85,1.4277006584643e-26
17.86,1.68377491414189e-26
17.87,1.98513443905075e-26
17.88,2.33967233968422e-26
17.89,2.7566371171143e-26
17.9,3.24686187247492e-26
17.91,3.82303166529635e-26
17.92,4.4999952729279e-26
17.93,5.29512860549851e-26
17.94,6.22875819631107e-26
17.95,7.32465453700938e-26
17.96,8.61060658883653e-26
17.97,1.01190906086567e-25
17.98,1.18880485190458e-25
17.99,1.3961793469201e-25
18,1.63920630279147e-25
18.01,1.92392436790726e-25
18.02,2.25737940204953e-25
18.03,2.64778983748376e-25
18.04,3.1047387494361e-25
18.05,3.63939687806704e-25
18.06,4.26478150616652e-25
18.07,4.99605686041885e-25
18.08,5.85088258446388e-25
18.09,6.84981784666727e-25
18.1,8.01678981457686e-25
18.11,9.37963657456154e-25
18.12,1.09707361255282e-24
18.13,1.28277348601506e-24
18.14,1.49943910004884e-24
18.15,1.75215508168479e-24
18.16,2.04682781748935e-24
18.17,2.39031610782683e-24
18.18,2.7905822462014e-24
18.19,3.25686666140201e-24
18.2,3.79988973354098e-24
18.21,4.43208493854118e-24
18.22,5.16786809933773e-24
18.23,6.02394823767652e-24
18.24,7.01968634114212e-24
18.25,8.17750930113266e-24
18.26,9.52338735616413e-24
18.27,1.10873846108772e-23
18.28,1.29042936169472e-23
18.29,1.50143666233389e-23
18.3,1.74641579593317e-23
18.31,2.03074941376358e-23
18.32,2.36065906947875e-23
18.33,2.74333375648469e-23
18.34,3.18707779596246e-23
18.35,3.70148093598092e-23
18.36,4.29761393703753e-23
18.37,4.98825339327016e-23
18.38,5.78814007969359e-23
18.39,6.71427573353125e-23
18.4,7.78626388255113e-23
18.41,9.02670113744295e-23
18.42,1.04616262822727e-22
18.43,1.21210355424794e-22
18.44,1.40394736014297e-22
18.45,1.62567112940119e-22
18.46,1.88185224520428e-22
18.47,2.17775741367811e-22
18.48,2.51944464979397e-22
18.49,2.91388007789868e-22
18.5,3.36907165827586e-22
18.51,3.89422224615491e-22
18.52,4.49990472497587e-22
18.53,5.19826233690736e-22
18.54,6.00323776668873e-22
18.55,6.93083502678332e-22
18.56,7.99941875035516e-22
18.57,9.23005613260029e-22
18.58,1.06469074803927e-21
18.59,1.22776721463703e-21
18.6,1.41540975491458e-21
18.61,1.63125600306532e-21
18.62,1.87947274909501e-21
18.63,2.16483150882479e-21
18.64,2.49279468182566e-21
18.65,2.86961375151274e-21
18.66,3.30244117726775e-21
18.67,3.79945784984411e-21
18.68,4.37001823176613e-21
18.69,5.02481558769252e-21
18.7,5.7760700299608e-21
18.71,6.63774246650764e-21
18.72,7.62577794734921e-21
18.73,8.75838236781958e-21
18.74,1.00563370084608e-20
18.75,1.154335598043e-20
18.76,1.32464923099635e-20
18.77,1.51965991453353e-20
18.78,1.74288534155675e-20
18.79,1.99833502238143e-20
18.8,2.29057773333581e-20
18.81,2.62481803155093e-20
18.82,3.00698302933962e-20
18.83,3.44382077524505e-20
18.84,3.94301176187352e-20
18.85,4.51329527537261e-20
18.86,5.16461252054144e-20
18.87,5.90826870205441e-20
18.88,6.75711651944742e-20
18.89,7.72576384512663e-20
18.9,8.83080870484045e-20
18.91,1.009110507351e-19
18.92,1.15280634412186e-19
18.93,1.31659906003607e-19
18.94,1.50324736619602e-19
18.95,1.7158813934197e-19
18.96,1.9580516997437e-19
18.97,2.23378460964634e-19
18.98,2.54764468524095e-19
18.99,2.90480522851699e-19
19,3.31112782445911e-19
19.01,3.77325205893051e-19
19.02,4.2986966841386e-19
19.03,4.89597366004845e-19
19.04,5.57471667419005e-19
19.05,6.34582593710169e-19
19.06,7.22163126852294e-19
19.07,8.21607573312105e-19
19.08,9.34492235688605e-19
19.09,1.06259867597745e-18
19.1,1.20793988802793e-18
19.11,1.37278973474802e-18
19.12,1.55971604803722e-18
19.13,1.7716178367733e-18
19.14,2.01176710103174e-18
19.15,2.28385580966797e-18
19.16,2.59204866415384e-18
19.17,2.94104234487957e-18
19.18,3.33613201785997e-18
19.19,3.78328597086724e-18
19.2,4.28922934947143e-18
19.21,4.86153807648354e-18
19.22,5.50874416411064e-18
19.23,6.24045376819361e-18
19.24,7.06747948973718e-18
19.25,8.00198860232354e-18
19.26,9.057669076814e-18
19.27,1.02499154891173e-17
19.28,1.15960371350975e-17
19.29,1.31154909414579e-17
19.3,1.48301420555876e-17
19.31,1.67645553239943e-17
19.32,1.89463212316372e-17
19.33,2.14064202769764e-17
19.34,2.41796302042442e-17
19.35,2.73049810098997e-17
19.36,3.08262631897063e-17
19.37,3.47925953020811e-17
19.38,3.92590575985318e-17
19.39,4.42873992202088e-17
19.4,4.99468272882806e-17
19.41,5.63148871337114e-17
19.42,6.347844392807e-17
19.43,7.1534777101572e-17
19.44,8.05928001790564e-17
19.45,9.07744200409133e-17
19.46,1.02216051138423e-16
19.47,1.15070301875656e-16
19.48,1.29507852230362e-16
19.49,1.45719543741283e-16
19.5,1.63918705259827e-16
19.51,1.84343740371048e-16
19.52,2.07261005156786e-16
19.53,2.32968008028963e-16
19.54,2.61796966731672e-16
19.55,2.94118761329395e-16
19.56,3.30347326098929e-16
19.57,3.70944527763978e-16
19.58,4.16425582493527e-16
19.59,4.67365069576192e-16
19.6,5.24403605730373e-16
19.61,5.88255250670486e-16
19.62,6.59715721883127e-16
19.63,7.39671504637011e-16
19.64,8.29109952132819e-16
19.65,9.29130480467228e-16
19.66,1.04095697383043e-15
19.67,1.16595152716867e-15
19.68,1.3056296665257e-15
19.69,1.4616772015457e-15
19.7,1.63596888029075e-15
19.71,1.83058903373959e-15
19.72,2.04785441623076e-15
19.73,2.2903394688581e-15
19.74,2.56090425558438e-15
19.75,2.8627253468153e-15
19.76,3.19932995255622e-15
19.77,3.57463363730141e-15
19.78,3.99298198172676e-15
19.79,4.45919659230873e-15
19.8,4.97862589952689e-15
19.81,5.55720122856029e-15
19.82,6.20149867379715e-15
19.83,6.91880736032604e-15
19.84,7.71720473235685e-15
19.85,8.60563957061402e-15
19.86,9.59402350866639e-15
19.87,1.06933318924433e-14
19.88,1.19157149083599e-14
19.89,1.32746199942259e-14
19.9,1.4784926644037e-14
19.91,1.64630948236567e-14
19.92,1.83273283300161e-14
19.93,2.03977545526867e-14
19.94,2.26966222344636e-14
19.95,2.52485189778938e-14
19.96,2.8080610408671e-14
19.97,3.1222903085596e-14
19.98,3.4708533441777e-14
19.99,3.85740852541571e-14
20,4.28599383700155e-14
20.01,4.76106516712446e-14
20.02,5.28753835318386e-14
20.03,5.8708353323101e-14
20.04,6.51693478464538e-14
20.05,7.23242769280142e-14
20.06,8.02457827942461e-14
20.07,8.90139082671695e-14
20.08,9.8716829273073e-14
20.09,1.09451657654041e-13
20.1,1.21325320809715e-13
20.11,1.34455525281395e-13
20.12,1.48971812025753e-13
20.13,1.65016711814803e-13
20.14,1.82747009947568e-13
20.15,2.02335130271017e-13
20.16,2.23970649389505e-13
20.17,2.47861952897793e-13
20.18,2.74238046509546e-13
20.19,3.03350536077226e-13
20.2,3.35475791717218e-13
20.21,3.70917312574156e-13
20.22,4.10008310187927e-13
20.23,4.53114529975458e-13
20.24,5.00637332015419e-13
20.25,5.5301705413866e-13
20.26,6.10736682290675e-13
20.27,6.74325855255781e-13
20.28,7.44365233130966e-13
20.29,8.21491261419605e-13
20.3,9.06401365301747e-13
20.31,9.99859611537238e-13
20.32,1.10270287859409e-12
20.33,1.2158475789787e-12
20.34,1.34029698140109e-12
20.35,1.47714918435468e-12
20.36,1.62760579694818e-12
20.37,1.79298138742423e-12
20.38,1.97471376475395e-12
20.39,2.17437516404417e-12
20.4,2.39368441225415e-12
20.41,2.63452015693168e-12
20.42,2.89893524737014e-12
20.43,3.1891723647955e-12
20.44,3.50768100596123e-12
20.45,3.85713593288005e-12
20.46,4.24045721043081e-12
20.47,4.66083196324664e-12
20.48,5.12173799372339e-12
20.49,5.62696941417398e-12
20.5,6.18066445821376e-12
20.51,6.78733564940717e-12
20.52,7.45190251911337e-12
20.53,8.17972708043745e-12
20.54,8.9766522812366e-12
20.55,9.84904367638719e-12
20.56,1.08038345780243e-11
20.57,1.18485749623438e-11
20.58,1.29914844328663e-11
20.59,1.42415095629433e-11
20.6,1.5608385964805e-11
20.61,1.71027054587405e-11
20.62,1.87359887442031e-11
20.63,2.0520764004805e-11
20.64,2.24706519115549e-11
20.65,2.46004575233109e-11
20.66,2.69262696205443e-11
20.67,2.94655680482198e-11
20.68,3.2237339686084e-11
20.69,3.52622037101572e-11
20.7,3.85625468578121e-11
20.71,4.21626694608822e-11
20.72,4.60889430667803e-11
20.73,5.03699805270824e-11
20.74,5.50368194964535e-11
20.75,6.01231203526667e-11
20.76,6.56653796208394e-11
20.77,7.17031600623205e-11
20.78,7.82793386712307e-11
20.79,8.54403739096225e-11
20.8,9.32365936062545e-11
20.81,1.01722505044038e-10
20.82,1.10957128868132e-10
20.83,1.21004358560383e-10
20.84,1.3193334734724e-10
20.85,1.43818924537434e-10
20.86,1.56742043423362e-10
20.87,1.70790263026794e-10
20.88,1.86058266125336e-10
20.89,2.02648416162394e-10
20.9,2.20671355819746e-10
20.91,2.40246650220006e-10
20.92,2.61503477925877e-10
20.93,2.84581373115546e-10
20.94,3.09631022539451e-10
20.95,3.36815121103258e-10
20.96,3.66309290177017e-10
20.97,3.98303063000619e-10
20.98,4.33000941843457e-10
20.99,4.70623531880455e-10
21,5.11408757070796e-10
21.01,5.55613163668392e-10
21.02,6.03513317357194e-10
21.03,6.55407300390636e-10
21.04,7.11616315522936e-10
21.05,7.72486403954152e-10
21.06,8.38390284969127e-10
21.07,9.09729325437845e-10
21.08,9.86935647858445e-10
21.09,1.07047438617017e-09
21.1,1.16084609913975e-09
21.11,1.25858935173464e-09
21.12,1.36428347554319e-09
21.13,1.47855151998171e-09
21.14,1.60206340675362e-09
21.15,1.73553930078307e-09
21.16,1.87975321165621e-09
21.17,2.03553684045007e-09
21.18,2.20378368772768e-09
21.19,2.38545343943e-09
21.2,2.58157664838926e-09
21.21,2.79325973025134e-09
21.22,3.02169029370254e-09
21.23,3.26814282607455e-09
21.24,3.53398475663605e-09
21.25,3.82068292118676e-09
21.26,4.12981045294298e-09
21.27,4.46305412615007e-09
21.28,4.82222218038583e-09
21.29,5.20925265511852e-09
21.3,5.62622226577771e-09
21.31,6.07535585436736e-09
21.32,6.55903644952672e-09
21.33,7.0798159729022e-09
21.34,7.64042663076709e-09
21.35,8.24379303199325e-09
21.36,8.89304507575892e-09
21.37,9.59153165478046e-09
21.38,1.03428352223606e-08
21.39,1.11507872742008e-08
21.4,1.20194847986827e-08
21.41,1.2953307752246e-08
21.42,1.39569376195301e-08
21.43,1.50353771211466e-08
21.44,1.6193971135312e-08
21.45,1.74384289030647e-08
21.46,1.87748475904931e-08
21.47,2.02097372852332e-08
21.48,2.17500475085543e-08
21.49,2.34031953285497e-08
21.5,2.51770951643927e-08
21.51,2.70801903762311e-08
21.52,2.91214867401206e-08
21.53,3.131058791248e-08
21.54,3.3657732993795e-08
21.55,3.61738363068647e-08
21.56,3.88705295106005e-08
21.57,4.17602061764589e-08
21.58,4.48560689608276e-08
21.59,4.81721795132826e-08
21.6,5.1723511267454e-08
21.61,5.55260052683706e-08
21.62,5.9596629197625e-08
21.63,6.39534397654065e-08
21.64,6.8615648646586e-08
21.65,7.36036921463945e-08
21.66,7.89393047900545e-08
21.67,8.46455970398127e-08
21.68,9.07471373523145e-08
21.69,9.72700387991752e-08
21.7,1.04242050483806e-07
21.71,1.11692653998324e-07
21.72,1.19653165175354e-07
21.73,1.28156841401193e-07
21.74,1.37238994768652e-07
21.75,1.46937111360428e-07
21.76,1.57290976966711e-07
21.77,1.68342809554092e-07
21.78,1.80137398816835e-07
21.79,1.92722253155799e-07
21.8,2.06147754445448e-07
21.81,2.20467320964574e-07
21.82,2.35737578882717e-07
21.83,2.52018542710408e-07
21.84,2.69373805139069e-07
21.85,2.87870736713685e-07
21.86,3.07580695799874e-07
21.87,3.28579249326348e-07
21.88,3.50946404802613e-07
21.89,3.74766854132952e-07
21.9,4.00130229767882e-07
21.91,4.27131373756457e-07
21.92,4.55870620284957e-07
21.93,4.86454092310189e-07
21.94,5.18994012920083e-07
21.95,5.53609032077995e-07
21.96,5.90424569432969e-07
21.97,6.29573173903663e-07
21.98,6.71194900770967e-07
21.99,7.15437707041239e-07
22,7.62457865871024e-07
22.01,8.12420400872879e-07
22.02,8.65499541151824e-07
22.03,9.21879197953147e-07
22.04,9.81753463833249e-07
22.05,1.04532713529837e-06
22.06,1.1128162598885e-06
22.07,1.18444870871895e-06
22.08,1.26046477552583e-06
22.09,1.34111780329875e-06
22.1,1.4266748396201e-06
22.11,1.51741732186764e-06
22.12,1.61364179347679e-06
22.13,1.7156606524967e-06
22.14,1.82380293371617e-06
22.15,1.93841512567486e-06
22.16,2.0598620239189e-06
22.17,2.18852762190171e-06
22.18,2.32481604097443e-06
22.19,2.46915250095655e-06
22.2,2.62198433282021e-06
22.21,2.78378203507045e-06
22.22,2.95504037544859e-06
22.23,3.1362795396357e-06
22.24,3.32804632867993e-06
22.25,3.53091540692245e-06
22.26,3.74549060224654e-06
22.27,3.97240626052384e-06
22.28,4.21232865618652e-06
22.29,4.46595746090265e-06
22.3,4.73402727238861e-06
22.31,5.01730920544266e-06
22.32,5.31661254734133e-06
22.33,5.6327864797912e-06
22.34,5.96672186968775e-06
22.35,6.31935313098584e-06
22.36,6.69166016004265e-06
22.37,7.08467034685348e-06
22.38,7.49946066465169e-06
22.39,7.93715984040884e-06
22.4,8.39895060881962e-06
22.41,8.88607205242188e-06
22.42,9.39982203055408e-06
22.43,9.94155969991009e-06
22.44,1.05127081295139e-05
22.45,1.11147570129858e-05
22.46,1.17492654810382e-05
22.47,1.24178650171849e-05
22.48,1.31222624797176e-05
22.49,1.38642432330438e-05
22.5,1.464567439155e-05
22.51,1.54685081792007e-05
22.52,1.63347854081342e-05
22.53,1.72466390795863e-05
22.54,1.82062981104946e-05
22.55,1.9216091189229e-05
22.56,2.02784507638954e-05
22.57,2.13959171667532e-05
22.58,2.25711428783007e-05
22.59,2.38068969346451e-05
22.6,2.51060694818192e-05
22.61,2.64716764807252e-05
22.62,2.79068645664657e-05
22.63,2.94149160658155e-05
22.64,3.09992541766615e-05
22.65,3.2663448313239e-05
22.66,3.44112196210482e-05
22.67,3.62464466653473e-05
22.68,3.81731712971414e-05
22.69,4.01956047006259e-05
22.7,4.23181336260302e-05
22.71,4.45453268118613e-05
22.72,4.6881941600514e-05
22.73,4.93329307512643e-05
22.74,5.19034494546265e-05
22.75,5.45988625520856e-05
22.76,5.74247519651933e-05
22.77,6.03869243379981e-05
22.78,6.34914188967961e-05
22.79,6.67445155311277e-05
22.8,7.01527430999589e-05
22.81,7.37228879669194e-05
22.82,7.74620027684724e-05
22.83,8.13774154188005e-05
22.84,8.54767383551954e-05
22.85,8.97678780276483e-05
22.86,9.4259044636277e-05
22.87,9.89587621201987e-05
22.88,0.000103875878401311
22.89,0.000109019575886452
22.9,0.000114399382231217
22.91,0.000120025181368726
22.92,0.000125907224806431
22.93,0.000132056143193992
22.94,0.000138482958165141
22.95,0.000145199094456266
